name,rating,genre,year,score,director,writer,star,budget,gross,runtime
The Hunted,R,Action,2003,6.1,William Friedkin,David Griffiths,Tommy Lee Jones,55000000,46061847,94
Matchstick Men,PG-13,Comedy,2003,7.3,Ridley Scott,Eric Garcia,Nicolas Cage,62000000,65565672,116
Under the Tuscan Sun,PG-13,Comedy,2003,6.8,Audrey Wells,Frances Mayes,Diane Lane,18000000,58878723,113
Seabiscuit,PG-13,Drama,2003,7.3,Gary Ross,Laura Hillenbrand,Tobey Maguire,87000000,148336445,140
American Wedding,R,Comedy,2003,6.3,Jesse Dylan,Adam Herz,Jason Biggs,55000000,232722935,96
Just Married,PG-13,Comedy,2003,5.5,Shawn Levy,Sam Harper,Ashton Kutcher,18000000,101564935,95
High Tension,R,Horror,2003,6.8,Alexandre Aja,Alexandre Aja,Cécile de France,,6291958,91
Lara Croft Tomb Raider: The Cradle of Life,PG-13,Action,2003,5.6,Jan de Bont,Dean Georgaris,Angelina Jolie,95000000,160099222,117
Elephant,R,Crime,2003,7.2,Gus Van Sant,Gus Van Sant,Elias McConnell,3000000,10012022,81
Darkness Falls,PG-13,Fantasy,2003,5,Jonathan Liebesman,Joe Harris,Chaney Kley,11000000,47488536,86
Spy Kids 3-D: Game Over,PG,Action,2003,4.3,Robert Rodriguez,Robert Rodriguez,Daryl Sabara,38000000,197101678,84
Gigli,R,Comedy,2003,2.5,Martin Brest,Martin Brest,Ben Affleck,54000000,7266209,121
Out of Time,PG-13,Crime,2003,6.5,Carl Franklin,David Collard,Denzel Washington,50000000,55495563,105
The Core,PG-13,Action,2003,5.5,Jon Amiel,Cooper Layne,Aaron Eckhart,60000000,73498611,135
Dumb and Dumberer: When Harry Met Lloyd,PG-13,Comedy,2003,3.4,Troy Miller,Peter Farrelly,Derek Richardson,19000000,39267515,85
Runaway Jury,PG-13,Crime,2003,7.1,Gary Fleder,John Grisham,John Cusack,60000000,80154140,127
Jeepers Creepers 2,R,Horror,2003,5.6,Victor Salva,Victor Salva,Jonathan Breck,17000000,63102666,104
Shanghai Knights,PG-13,Action,2003,6.2,David Dobkin,Alfred Gough,Jackie Chan,50000000,88323487,114
Dreamcatcher,R,Drama,2003,5.5,Lawrence Kasdan,Stephen King,Morgan Freeman,68000000,81240406,134
"Spring, Summer, Fall, Winter... and Spring",R,Drama,2003,8,Kim Ki-duk,Kim Ki-duk,Kim Ki-duk,,8945072,103
Daddy Day Care,PG,Comedy,2003,5.6,Steve Carr,Geoff Rodkey,Eddie Murphy,60000000,164433867,92
Paycheck,PG-13,Action,2003,6.3,John Woo,Philip K. Dick,Ben Affleck,60000000,117248958,119
Duplex,PG-13,Comedy,2003,5.9,Danny DeVito,Larry Doyle,Ben Stiller,40000000,19322135,89
Honey,PG-13,Drama,2003,5.4,Bille Woodruff,Alonzo Brown,Jessica Alba,18000000,62228395,94
Wonderland,R,Crime,2003,6.6,James Cox,James Cox,Val Kilmer,5000000,2466444,104
The Haunted Mansion,PG,Comedy,2003,5.1,Rob Minkoff,David Berenbaum,Eddie Murphy,90000000,182290266,88
Sinbad: Legend of the Seven Seas,PG,Animation,2003,6.7,Patrick Gilmore,John Logan,Brad Pitt,60000000,80773077,86
House of the Dead,R,Action,2003,2.1,Uwe Boll,Mark A. Altman,Jonathan Cherry,12000000,13818181,90
Gods and Generals,PG-13,Biography,2003,6.3,Ron Maxwell,Jeff Shaara,Stephen Lang,56000000,12923936,219
House of Sand and Fog,R,Crime,2003,7.5,Vadim Perelman,Andre Dubus III,Jennifer Connelly,16500000,16763804,126
A Man Apart,R,Action,2003,6.1,F. Gary Gray,Christian Gudegast,Vin Diesel,36000000,44350926,109
The Station Agent,R,Comedy,2003,7.6,Tom McCarthy,Tom McCarthy,Peter Dinklage,500000,8701337,89
Good Bye Lenin!,R,Comedy,2003,7.7,Wolfgang Becker,Bernd Lichtenberg,Daniel Brühl,,79316957,121
Basic,R,Action,2003,6.5,John McTiernan,James Vanderbilt,John Travolta,50000000,42792561,98
The Human Stain,R,Drama,2003,6.3,Robert Benton,Philip Roth,Anthony Hopkins,30000000,22954068,106
Grind,PG-13,Adventure,2003,6,Casey La Scala,Ralph Sall,Adam Brody,6000000,5141166,105
Gothika,R,Horror,2003,5.8,Mathieu Kassovitz,Sebastian Gutierrez,Halle Berry,40000000,141591324,98
Agent Cody Banks,PG,Action,2003,5.1,Harald Zwart,Ashley Miller,Frankie Muniz,28000000,58795814,102
Ong-Bak: The Thai Warrior,R,Action,2003,7.2,Prachya Pinkaew,Panna Rittikrai,Tony Jaa,,20235426,105
Bad Santa,R,Comedy,2003,7,Terry Zwigoff,Glenn Ficarra,Billy Bob Thornton,23000000,76490720,92
Shattered Glass,PG-13,Drama,2003,7.1,Billy Ray,Buzz Bissinger,Hayden Christensen,6000000,2944752,94
The Lizzie McGuire Movie,PG,Adventure,2003,5.5,Jim Fall,Susan Estelle Jansen,Hilary Duff,17000000,55534455,94
The Cooler,R,Drama,2003,6.9,Wayne Kramer,Frank Hannah,William H. Macy,3200000,10464788,101
Cradle 2 the Grave,R,Action,2003,5.8,Andrzej Bartkowiak,John O'Brien,Jet Li,25000000,56489558,101
Uptown Girls,PG-13,Comedy,2003,6.2,Boaz Yakin,Julia Dahl,Brittany Murphy,20000000,44617342,92
A Mighty Wind,PG-13,Comedy,2003,7.2,Christopher Guest,Christopher Guest,Christopher Guest,,18750246,91
Cold Creek Manor,R,Drama,2003,5,Mike Figgis,Richard Jefferies,Dennis Quaid,,29119434,118
Calendar Girls,PG-13,Comedy,2003,6.9,Nigel Cole,Juliette Towhidi,Helen Mirren,10000000,93400759,108
Kal Ho Naa Ho,Not Rated,Comedy,2003,7.9,Nikkhil Advani,Niranjan Iyengar,Preity Zinta,,13200241,186
View from the Top,PG-13,Comedy,2003,5.3,Bruno Barreto,Eric Wald,Gwyneth Paltrow,30000000,19526014,87
Malibu's Most Wanted,PG-13,Comedy,2003,5.2,John Whitesell,Fax Bahr,Jamie Kennedy,15000000,34622504,86
Kangaroo Jack,PG,Action,2003,4.4,David McNally,Steve Bing,Anthony Anderson,60000000,88929111,89
The Return,Not Rated,Drama,2003,8,Andrey Zvyagintsev,Vladimir Moiseenko,Vladimir Garin,,8482993,110
Radio,PG,Biography,2003,6.9,Michael Tollin,Mike Rich,Cuba Gooding Jr.,35000000,53293628,109
The Recruit,PG-13,Action,2003,6.6,Roger Donaldson,Roger Towne,Al Pacino,46000000,101191884,115
Coffee and Cigarettes,R,Comedy,2003,7.1,Jim Jarmusch,Jim Jarmusch,Bill Murray,,7929307,95
Young Adam,NC-17,Crime,2003,6.4,David Mackenzie,Alexander Trocchi,Ewan McGregor,6400000,2561820,98
Hollywood Homicide,PG-13,Action,2003,5.3,Ron Shelton,Robert Souza,Harrison Ford,75000000,51142659,116
Evil,Not Rated,Drama,2003,7.8,Mikael Håfström,Jan Guillou,Andreas Wilson,,528245,113
National Security,PG-13,Action,2003,5.6,Dennis Dugan,Jay Scherick,Martin Lawrence,,50097949,88
The Triplets of Belleville,PG-13,Animation,2003,7.8,Sylvain Chomet,Sylvain Chomet,Michèle Caucheteux,9500000,14776760,80
Untold Scandal,,Drama,2003,6.9,Je-yong Lee,Dae-woo Kim,Mi-sook Lee,,5762801,124
Twentynine Palms,Unrated,Drama,2003,5.2,Bruno Dumont,Bruno Dumont,Yekaterina Golubeva,,167999,119
Stuck on You,PG-13,Comedy,2003,5.7,Bobby Farrelly,Charles B. Wessler,Matt Damon,55000000,65784503,118
Ned Kelly,R,Action,2003,6.5,Gregor Jordan,Robert Drewe,Heath Ledger,,6585516,110
Tokyo Godfathers,PG-13,Animation,2003,7.8,Satoshi Kon,Satoshi Kon,Tôru Emori,,453133,92
Dorm Daze,R,Comedy,2003,4.6,David Hillenbrand,Pat Casey,Tatyana Ali,,436365,96
The Blind Swordsman: Zatoichi,R,Action,2003,7.5,Takeshi Kitano,Takeshi Kitano,Takeshi Kitano,,34196922,116
Bright Young Things,R,Comedy,2003,6.6,Stephen Fry,Stephen Fry,Stephen Campbell Moore,,2905499,102
Love Me If You Dare,R,Comedy,2003,7.6,Yann Samuell,Yann Samuell,Guillaume Canet,,8604201,93
Bulletproof Monk,PG-13,Action,2003,5.5,Paul Hunter,Ethan Reiff,Chow Yun-Fat,52000000,37713879,104
Down with Love,PG-13,Comedy,2003,6.3,Peyton Reed,Eve Ahlert,Ewan McGregor,35000000,39468111,101
Biker Boyz,PG-13,Action,2003,4.7,Reggie Rock Bythewood,Michael Gougis,Laurence Fishburne,24000000,23510621,110
The Green Butchers,R,Comedy,2003,7.3,Anders Thomas Jensen,Anders Thomas Jensen,Nikolaj Lie Kaas,,3783,100
The Medallion,PG-13,Action,2003,5.3,Gordon Chan,Alfred Cheung,Jackie Chan,41000000,34268701,88
American Splendor,R,Biography,2003,7.4,Shari Springer Berman,Harvey Pekar,Paul Giamatti,,7986084,101
The Shape of Things,R,Comedy,2003,6.7,Neil LaBute,Neil LaBute,Paul Rudd,4000000,826617,96
Party Monster,R,Biography,2003,6.3,Fenton Bailey,Fenton Bailey,Macaulay Culkin,5000000,782606,98
Bringing Down the House,PG-13,Comedy,2003,5.6,Adam Shankman,Jason Filardi,Steve Martin,33000000,164729679,105
Willard,PG-13,Drama,2003,6.1,Glen Morgan,Glen Morgan,Crispin Glover,20000000,8564586,100
Love Don't Cost a Thing,PG-13,Comedy,2003,5.2,Troy Byer,Michael Swerdlick,Nick Cannon,,21964072,100
The Best of Youth,R,Drama,2003,8.5,Marco Tullio Giordana,Sandro Petraglia,Luigi Lo Cascio,,2799773,366
The in-Laws,PG-13,Action,2003,5.7,Andrew Fleming,Andrew Bergman,Albert Brooks,40000000,26891849,98
Confidence,R,Crime,2003,6.7,James Foley,Doug Jung,Edward Burns,15000000,23014206,97
Latter Days,R,Comedy,2003,7,C. Jay Cox,C. Jay Cox,Wes Ramsey,850000,865028,107
Beyond Borders,R,Adventure,2003,6.5,Martin Campbell,Caspian Tredwell-Owen,Clive Owen,35000000,11705002,127
It Runs in the Family,PG-13,Comedy,2003,5.6,Fred Schepisi,Jesse Wigutow,Kirk Douglas,,8211508,109
Chasing Papi,PG,Comedy,2003,4.8,Linda Mendoza,Laura Angelica Simon,Eduardo Verástegui,,12661189,80
The Fighting Temptations,PG-13,Comedy,2003,5.6,Jonathan Lynn,Elizabeth Hunter,Cuba Gooding Jr.,30000000,33972062,123
Anything Else,R,Comedy,2003,6.3,Woody Allen,Woody Allen,Woody Allen,18000000,13585075,108
I Capture the Castle,R,Drama,2003,6.9,Tim Fywell,Dodie Smith,Romola Garai,8000000,6586341,113
Camp,PG-13,Comedy,2003,6.2,Todd Graff,Todd Graff,Don Dixon,,2707738,114
The Jungle Book 2,G,Animation,2003,5.4,Steve Trenbirth,Karl Geurs,John Goodman,20000000,186303759,72
My Boss's Daughter,PG-13,Comedy,2003,4.7,David Zucker,David Dorfman,Ashton Kutcher,14000000,18191005,86
A Guy Thing,PG-13,Comedy,2003,5.6,Chris Koch,Greg Glienna,Jason Lee,20000000,17432163,101
Intermission,R,Comedy,2003,6.8,John Crowley,Mark O'Rowe,Cillian Murphy,5000000,5175215,105
All the Real Girls,R,Drama,2003,6.8,David Gordon Green,David Gordon Green,Zooey Deschanel,2500000,579986,108
From Justin to Kelly,PG,Comedy,2003,2.1,Robert Iscove,Kim Fuller,Kelly Clarkson,12000000,4928883,81
Owning Mahowny,R,Crime,2003,7.1,Richard Kwietniowski,Gary Stephen Ross,Philip Seymour Hoffman,10000000,1271244,104
Head of State,PG-13,Comedy,2003,5.5,Chris Rock,Chris Rock,Chris Rock,35200000,38620484,95
The Singing Detective,R,Comedy,2003,5.5,Keith Gordon,Dennis Potter,Robert Downey Jr.,8000000,435625,109
Pieces of April,PG-13,Comedy,2003,7,Peter Hedges,Peter Hedges,Katie Holmes,300000,3282321,80
Code 46,R,Drama,2003,6.2,Michael Winterbottom,Frank Cottrell Boyce,Tim Robbins,7500000,886018,93
Time of the Wolf,R,Drama,2003,6.6,Michael Haneke,Michael Haneke,Isabelle Huppert,,499149,114
Barely Legal,R,Comedy,2003,4.7,David Mickey Evans,David H. Steinberg,Erik von Detten,,83439,90
Nathalie...,,Drama,2003,6.3,Anne Fontaine,Philippe Blasband,Fanny Ardant,,5254422,100
The Order,R,Horror,2003,5.2,Brian Helgeland,Brian Helgeland,Heath Ledger,38000000,11560806,102
Gozu,R,Crime,2003,7,Takashi Miike,Sakichi Sato,Yûta Sone,,58202,129
Veronica Guerin,R,Biography,2003,6.9,Joel Schumacher,Carol Doyle,Cate Blanchett,17000000,9439660,98
Shade,R,Crime,2003,6.3,Damian Nieman,Damian Nieman,Joe Nicolo,10000000,459098,101
The Mother,R,Drama,2003,6.8,Roger Michell,Hanif Kureishi,Anne Reid,2500000,3039587,112
Sylvia,R,Biography,2003,6.3,Christine Jeffs,John Brownlow,Gwyneth Paltrow,,2917393,100
Rugrats Go Wild,PG,Animation,2003,5.6,John Eng,Kate Boutilier,Jodi Carlisle,25000000,55250496,80
The Divorce,PG-13,Comedy,2003,4.9,James Ivory,Diane Johnson,Kate Hudson,,12991996,117
Luther,PG-13,Biography,2003,6.6,Eric Till,Camille Thomasson,Joseph Fiennes,30000000,29632684,123
Pride and Prejudice,PG,Comedy,2003,5.1,Andrew Black,Jane Austen,Kam Heskin,,377271,104
Saints and Soldiers,PG-13,Action,2003,6.7,Ryan Little,Geoffrey Panos,Corbin Allred,780000,1310470,90
Carandiru,R,Drama,2003,7.6,Hector Babenco,Hector Babenco,Enrique Diaz,,10781635,145
Taxi 3,Not Rated,Action,2003,5.8,Gérard Krawczyk,Luc Besson,Samy Naceri,1300000,65497208,84
My Life Without Me,R,Drama,2003,7.5,Isabel Coixet,Isabel Coixet,Sarah Polley,,9781854,106
The Company,PG-13,Drama,2003,6.3,Robert Altman,Neve Campbell,Neve Campbell,15000000,6415017,112
The Barbarian Invasions,R,Comedy,2003,7.6,Denys Arcand,Denys Arcand,Rémy Girard,,34883010,99
Good Boy,PG,Comedy,2003,5.1,John Hoffman,Zeke Richardson,Liam Aiken,18000000,45490616,87
The United States of Leland,R,Drama,2003,7,Matthew Ryan Hoge,Matthew Ryan Hoge,Ryan Gosling,,343847,108
How to Deal,PG-13,Comedy,2003,5.6,Clare Kilner,Sarah Dessen,Mandy Moore,16000000,14390329,101
It's All About Love,R,Drama,2003,5.4,Thomas Vinterberg,Mogens Rukov,Joaquin Phoenix,,478996,106
Masked and Anonymous,PG-13,Comedy,2003,5.4,Larry Charles,Bob Dylan,Bob Dylan,,546106,112
Control,R,Comedy,2003,7.6,Nimród Antal,Jim Adler,Sándor Csányi,,1277800,111
The Girl Next Door,R,Comedy,2004,6.7,Luke Greenfield,David Wagner,Emile Hirsch,25000000,30381722,109
EuroTrip,R,Comedy,2004,6.6,Jeff Schaffer,Alec Berg,Scott Mechlowicz,25000000,22605153,92
Dodgeball: A True Underdog Story,PG-13,Comedy,2004,6.7,Rawson Marshall Thurber,Rawson Marshall Thurber,Ben Stiller,20000000,168423227,92
White Chicks,PG-13,Comedy,2004,5.6,Keenen Ivory Wayans,Keenen Ivory Wayans,Marlon Wayans,37000000,113100873,109
Mean Girls,PG-13,Comedy,2004,7,Mark Waters,Rosalind Wiseman,Lindsay Lohan,17000000,130126277,97
Harry Potter and the Prisoner of Azkaban,PG,Adventure,2004,7.9,Alfonso Cuarón,J.K. Rowling,Daniel Radcliffe,130000000,797361618,142
Troy,R,Drama,2004,7.2,Wolfgang Petersen,Homer,Brad Pitt,175000000,497409852,163
Eternal Sunshine of the Spotless Mind,R,Drama,2004,8.3,Michel Gondry,Charlie Kaufman,Jim Carrey,20000000,74036715,108
Kill Bill: Vol. 2,R,Action,2004,8,Quentin Tarantino,Quentin Tarantino,Uma Thurman,30000000,154118820,137
The Notebook,PG-13,Drama,2004,7.8,Nick Cassavetes,Jeremy Leven,Gena Rowlands,29000000,117815157,123
The Terminal,PG-13,Comedy,2004,7.4,Steven Spielberg,Andrew Niccol,Tom Hanks,60000000,219100084,128
Van Helsing,PG-13,Action,2004,6.1,Stephen Sommers,Stephen Sommers,Hugh Jackman,160000000,300157638,131
The Incredibles,PG,Animation,2004,8,Brad Bird,Brad Bird,Craig T. Nelson,92000000,631607053,115
Saw,R,Horror,2004,7.6,James Wan,Leigh Whannell,Cary Elwes,1200000,103911669,103
Collateral,R,Crime,2004,7.5,Michael Mann,Stuart Beattie,Tom Cruise,65000000,220239925,120
The Aviator,PG-13,Biography,2004,7.5,Martin Scorsese,John Logan,Leonardo DiCaprio,110000000,213719942,170
Spider-Man 2,PG-13,Action,2004,7.3,Sam Raimi,Stan Lee,Tobey Maguire,200000000,788976453,127
The Punisher,R,Action,2004,6.4,Jonathan Hensleigh,Jonathan Hensleigh,Thomas Jane,33000000,54700105,124
"I, Robot",PG-13,Action,2004,7.1,Alex Proyas,Jeff Vintar,Will Smith,120000000,353133898,115
Howl's Moving Castle,PG,Animation,2004,8.2,Hayao Miyazaki,Hayao Miyazaki,Chieko Baishô,24000000,236214446,119
Spanglish,PG-13,Comedy,2004,6.4,James L. Brooks,James L. Brooks,Adam Sandler,80000000,55470154,131
Million Dollar Baby,PG-13,Drama,2004,8.1,Clint Eastwood,Paul Haggis,Hilary Swank,30000000,216763646,132
Shaun of the Dead,R,Comedy,2004,7.9,Edgar Wright,Simon Pegg,Simon Pegg,,30097092,99
The Village,PG-13,Drama,2004,6.5,M. Night Shyamalan,M. Night Shyamalan,Sigourney Weaver,60000000,256697520,108
My Summer of Love,R,Drama,2004,6.7,Pawel Pawlikowski,Helen Cross,Natalie Press,,2766976,86
The Butterfly Effect,R,Drama,2004,7.6,Eric Bress,J. Mackye Gruber,Ashton Kutcher,13000000,96822421,113
The Day After Tomorrow,PG-13,Action,2004,6.4,Roland Emmerich,Roland Emmerich,Dennis Quaid,125000000,552639571,124
Layer Cake,R,Action,2004,7.3,Matthew Vaughn,J.J. Connolly,Daniel Craig,,11850214,105
Napoleon Dynamite,PG,Comedy,2004,6.9,Jared Hess,Jared Hess,Jon Heder,400000,46138887,96
50 First Dates,PG-13,Comedy,2004,6.8,Peter Segal,George Wing,Adam Sandler,75000000,198520934,99
Man on Fire,R,Action,2004,7.7,Tony Scott,A.J. Quinnell,Denzel Washington,70000000,130834852,146
Downfall,R,Biography,2004,8.2,Oliver Hirschbiegel,Bernd Eichinger,Bruno Ganz,,92181574,156
13 Going on 30,PG-13,Comedy,2004,6.2,Gary Winick,Josh Goldsmith,Jennifer Garner,37000000,96455697,98
Shrek 2,PG,Animation,2004,7.2,Andrew Adamson,William Steig,Mike Myers,150000000,928760770,93
Crash,R,Crime,2004,7.7,Paul Haggis,Paul Haggis,Don Cheadle,6500000,98410061,112
The Bourne Supremacy,PG-13,Action,2004,7.7,Paul Greengrass,Robert Ludlum,Matt Damon,75000000,290835269,108
Dawn of the Dead,R,Action,2004,7.3,Zack Snyder,George A. Romero,Sarah Polley,26000000,102278712,101
The Passion of the Christ,R,Drama,2004,7.2,Mel Gibson,Benedict Fitzgerald,Jim Caviezel,30000000,612054506,127
Resident Evil: Apocalypse,R,Action,2004,6.2,Alexander Witt,Paul W.S. Anderson,Milla Jovovich,45000000,129342769,94
Hellboy,PG-13,Action,2004,6.8,Guillermo del Toro,Guillermo del Toro,Ron Perlman,66000000,99378985,122
Anchorman: The Legend of Ron Burgundy,PG-13,Comedy,2004,7.2,Adam McKay,Will Ferrell,Will Ferrell,26000000,90709367,94
Walking Tall,PG-13,Action,2004,6.3,Kevin Bray,Mort Briskin,Dwayne Johnson,46000000,57223890,86
The Life Aquatic with Steve Zissou,R,Action,2004,7.3,Wes Anderson,Wes Anderson,Bill Murray,50000000,34809623,119
A Series of Unfortunate Events,PG,Adventure,2004,6.8,Brad Silberling,Robert Gordon,Jim Carrey,140000000,211468235,108
The Machinist,R,Drama,2004,7.7,Brad Anderson,Scott Kosar,Christian Bale,5000000,8203235,101
The Phantom of the Opera,PG-13,Drama,2004,7.2,Joel Schumacher,Gaston Leroux,Gerard Butler,70000000,154649125,143
Closer,R,Drama,2004,7.2,Mike Nichols,Patrick Marber,Natalie Portman,27000000,115505027,104
National Treasure,PG,Action,2004,6.9,Jon Turteltaub,Jim Kouf,Nicolas Cage,100000000,347512318,131
Alexander,R,Action,2004,5.6,Oliver Stone,Oliver Stone,Colin Farrell,155000000,167298192,175
The Chronicles of Riddick,R,Action,2004,6.7,David Twohy,Jim Wheat,Vin Diesel,105000000,115900534,119
9 Songs,Not Rated,Drama,2004,4.8,Michael Winterbottom,Michael Winterbottom,Kieran O'Brien,,1590308,71
The Manchurian Candidate,R,Drama,2004,6.6,Jonathan Demme,Richard Condon,Denzel Washington,80000000,96105910,129
King Arthur,PG-13,Action,2004,6.3,Antoine Fuqua,David Franzoni,Clive Owen,120000000,203567857,126
Ocean's Twelve,PG-13,Crime,2004,6.5,Steven Soderbergh,George Nolfi,George Clooney,110000000,362744280,125
Harold & Kumar Go to White Castle,R,Adventure,2004,7,Danny Leiner,Jon Hurwitz,John Cho,9000000,23936908,88
Blade: Trinity,R,Action,2004,5.8,David S. Goyer,David S. Goyer,Wesley Snipes,65000000,131977904,113
Alien vs. Predator,PG-13,Action,2004,5.6,Paul W.S. Anderson,Dan O'Bannon,Sanaa Lathan,60000000,177427090,101
Meet the Fockers,PG-13,Comedy,2004,6.3,Jay Roach,Greg Glienna,Ben Stiller,80000000,522657936,115
Sideways,R,Comedy,2004,7.5,Alexander Payne,Rex Pickett,Paul Giamatti,16000000,109706931,127
Friday Night Lights,PG-13,Action,2004,7.2,Peter Berg,Buzz Bissinger,Billy Bob Thornton,30000000,61950770,118
Starsky & Hutch,PG-13,Comedy,2004,6.1,Todd Phillips,William Blinn,Ben Stiller,60000000,170268750,101
Shark Tale,PG,Animation,2004,6,Bibo Bergeron,Michael J. Wilson,Will Smith,75000000,374583879,90
Before Sunset,R,Drama,2004,8.1,Richard Linklater,Richard Linklater,Ethan Hawke,2700000,15936507,80
Ella Enchanted,PG,Comedy,2004,6.3,Tommy O'Haver,Laurie Craig,Anne Hathaway,31000000,27388767,96
Primer,PG-13,Drama,2004,6.9,Shane Carruth,Shane Carruth,Shane Carruth,7000,545436,77
A Cinderella Story,PG,Comedy,2004,5.9,Mark Rosman,Leigh Dunlap,Hilary Duff,19000000,70067909,95
Along Came Polly,PG-13,Comedy,2004,6,John Hamburg,John Hamburg,Ben Stiller,42000000,178311729,90
Somersault,Not Rated,Drama,2004,6.7,Cate Shortland,Cate Shortland,Abbie Cornish,,1482316,106
The SpongeBob SquarePants Movie,PG,Animation,2004,7.1,Stephen Hillenburg,Derek Drymon,Tom Kenny,30000000,141067127,87
Scooby-Doo 2: Monsters Unleashed,PG,Adventure,2004,5.1,Raja Gosnell,William Hanna,Freddie Prinze Jr.,80000000,181216833,93
The Ladykillers,R,Comedy,2004,6.2,Ethan Coen,Joel Coen,Tom Hanks,35000000,76665191,104
Hotel Rwanda,PG-13,Biography,2004,8.1,Terry George,Keir Pearson,Don Cheadle,17500000,33882243,121
Taking Lives,R,Crime,2004,6.2,D.J. Caruso,Michael Pye,Angelina Jolie,45000000,65470529,103
Kung Fu Hustle,R,Action,2004,7.7,Stephen Chow,Stephen Chow,Stephen Chow,20000000,104882445,99
The Perfect Score,PG-13,Comedy,2004,5.7,Brian Robbins,Marc Hyman,Scarlett Johansson,40000000,10898337,93
Garden State,R,Comedy,2004,7.4,Zach Braff,Zach Braff,Zach Braff,2500000,35825316,102
The Princess Diaries 2: Royal Engagement,G,Comedy,2004,5.8,Garry Marshall,Meg Cabot,Anne Hathaway,40000000,134734481,113
Twisted,R,Crime,2004,5.3,Philip Kaufman,Sarah Thorp,Ashley Judd,50000000,40954603,97
Catwoman,PG-13,Action,2004,3.4,Pitof,Bob Kane,Halle Berry,100000000,82102379,104
Seed of Chucky,R,Comedy,2004,4.8,Don Mancini,Don Mancini,Jennifer Tilly,12000000,24829644,87
2046,R,Drama,2004,7.4,Kar-Wai Wong,Kar-Wai Wong,Tony Chiu-Wai Leung,12000000,20205757,129
Torque,PG-13,Action,2004,4.1,Joseph Kahn,Matt Johnson,Martin Henderson,40000000,46546197,84
Ray,PG-13,Biography,2004,7.7,Taylor Hackford,Taylor Hackford,Jamie Foxx,40000000,123971376,152
Chasing Liberty,PG-13,Comedy,2004,6.1,Andy Cadiff,Derek Guiley,Mandy Moore,23000000,12313323,111
Secret Window,PG-13,Drama,2004,6.5,David Koepp,Stephen King,Johnny Depp,40000000,92913171,96
Bride & Prejudice,PG-13,Comedy,2004,6.2,Gurinder Chadha,Jane Austen,Martin Henderson,7000000,24716440,122
Finding Neverland,PG,Biography,2004,7.7,Marc Forster,Allan Knee,Johnny Depp,25000000,116650613,106
Team America: World Police,R,Action,2004,7.2,Trey Parker,Trey Parker,Trey Parker,32000000,50826898,98
Sleepover,PG,Comedy,2004,5.4,Joe Nussbaum,Elisa Bell,Alexa PenaVega,10000000,10143022,89
The Grudge,PG-13,Horror,2004,5.9,Takashi Shimizu,Stephen Susco,Sarah Michelle Gellar,10000000,187281115,91
Around the World in 80 Days,PG,Action,2004,5.9,Frank Coraci,Jules Verne,Jackie Chan,110000000,72178895,120
